alert_id,txn_id,alert_ts,channel,city,merchant_category,merchant_id,customer_id,amount_inr,fraud_score,rule_hit,severity,status,is_false_positive,is_blocked,analyst_queue
ALT0002497,TXN00022376,2025-08-01 21:19:14,UPI,Hyderabad,Grocery,M1047,C27815,2524.9,0.591,new_payee,Medium,Open,0,0,Queue
ALT0002498,TXN00019927,2025-08-01 21:38:19,Wallet,Chennai,Electronics,M1585,C65913,2722.36,0.487,new_payee,Low,Cleared,1,0,Done
ALT0002499,TXN00047567,2025-08-01 21:39:01,UPI,Mumbai,Fashion,M1175,C59642,2213.29,0.568,velocity,Medium,Investigating,0,0,Queue
ALT0002500,TXN00039749,2025-08-01 21:41:13,Wallet,Nagpur,Electronics,M1180,C35111,687.44,0.605,new_payee,Medium,Investigating,0,0,Queue
ALT0002501,TXN00031839,2025-08-01 22:04:58,UPI,Hyderabad,Food Delivery,M1882,C36704,2733.16,0.596,velocity,Medium,Open,0,0,Queue
ALT0002502,TXN00027320,2025-08-01 22:17:39,UPI,Chennai,Fuel,M1751,C37685,3580.68,0.52,velocity,Low,Cleared,1,0,Done
ALT0002503,TXN00024382,2025-08-01 22:27:25,UPI,Bengaluru,Food Delivery,M1597,C11643,6475.99,0.531,velocity,Low,Blocked,1,1,Done
ALT0002504,TXN00035893,2025-08-01 22:38:15,Card,Bengaluru,Electronics,M1093,C16813,224785.92,0.638,velocity,Medium,Cleared,1,0,Done
ALT0002505,TXN00026221,2025-08-01 23:00:56,Wallet,Kolkata,Grocery,M1114,C78441,1654.91,0.603,night_burst,Medium,Blocked,0,1,Done
ALT0002506,TXN00047739,2025-08-01 23:01:08,Card,Surat,Electronics,M1349,C25184,7730.25,0.491,new_payee,Low,Open,0,0,Queue
ALT0002507,TXN00014186,2025-08-01 23:02:30,Card,Ahmedabad,Fashion,M1024,C58997,22503.88,0.697,new_payee,High,Blocked,1,1,Done
ALT0002508,TXN00040692,2025-08-01 23:05:20,UPI,Delhi,Travel,M1848,C28337,10040.94,0.547,velocity,Low,Blocked,0,1,Done
ALT0002509,TXN00038000,2025-08-01 23:08:20,UPI,Ahmedabad,Fashion,M1610,C84717,2210.69,0.755,night_burst,High,Escalated,0,0,Queue
ALT0002510,TXN00002050,2025-08-01 23:09:39,UPI,Pune,Grocery,M1122,C38819,1819.23,0.535,new_payee,Low,Cleared,1,0,Done
ALT0002511,TXN00023840,2025-08-01 23:10:16,UPI,Surat,Travel,M1450,C61129,753.34,0.497,velocity,Low,Cleared,1,0,Done
ALT0002512,TXN00029608,2025-08-01 23:11:50,UPI,Indore,Fuel,M1162,C66417,2140.46,0.591,velocity,Medium,Open,0,0,Queue
ALT0002513,TXN00041357,2025-08-01 23:14:06,Card,Chennai,Electronics,M1568,C64262,181828.86,0.768,new_payee,High,Investigating,0,0,Queue
ALT0002514,TXN00033518,2025-08-01 23:17:26,UPI,Hyderabad,Fashion,M1382,C40655,13045.78,0.6,velocity,Medium,Investigating,0,0,Queue
ALT0002515,TXN00041259,2025-08-01 23:19:00,UPI,Mumbai,Grocery,M1041,C12845,15382.03,0.53,amount_spike,Low,Investigating,0,0,Queue
ALT0002516,TXN00002147,2025-08-01 23:22:13,Card,Kochi,Utilities,M1359,C69076,5387.23,0.877,night_burst,Critical,Escalated,0,0,Queue
ALT0002517,TXN00017690,2025-08-01 23:32:27,Card,Hyderabad,Utilities,M1311,C39196,4013.41,0.636,new_payee,Medium,Investigating,0,0,Queue
ALT0002518,TXN00038668,2025-08-01 23:36:37,Wallet,Indore,Grocery,M1810,C75772,554.84,0.592,night_burst,Medium,Cleared,1,0,Done
ALT0002519,TXN00031766,2025-08-01 23:36:56,UPI,Kochi,Travel,M1433,C63869,1245.78,0.592,new_payee,Medium,Blocked,1,1,Done
ALT0002520,TXN00045778,2025-08-01 23:40:31,UPI,Lucknow,Utilities,M1009,C12803,3767.63,0.495,velocity,Low,Blocked,0,1,Done
ALT0002521,TXN00043484,2025-08-01 23:43:42,UPI,Delhi,Grocery,M1745,C54957,1996.22,0.608,velocity,Medium,Blocked,1,1,Done
ALT0002522,TXN00005533,2025-08-01 23:44:02,UPI,Chennai,Healthcare,M1294,C54399,997.88,0.794,device,High,Cleared,0,0,Done
ALT0002523,TXN00026320,2025-08-01 23:45:08,Card,Ahmedabad,Fuel,M1098,C79518,77906.18,0.733,velocity,High,Blocked,0,1,Done
ALT0002524,TXN00018008,2025-08-01 23:51:59,UPI,Pune,Travel,M1531,C66219,2081.95,0.511,night_burst,Low,Cleared,1,0,Done
ALT0002525,TXN00035131,2025-08-01 23:55:44,UPI,Pune,Grocery,M1848,C21159,2119.81,0.568,velocity,Medium,Investigating,0,0,Queue
ALT0002526,TXN00032504,2025-08-02 00:00:28,Card,Nagpur,Fuel,M1176,C59669,2825.75,0.531,geo_mismatch,Low,Cleared,1,0,Done
ALT0002527,TXN00002855,2025-08-02 00:00:59,Card,Chennai,Education,M1787,C16531,17544.1,0.539,velocity,Low,Cleared,1,0,Done
ALT0002528,TXN00010131,2025-08-02 00:03:57,UPI,Kolkata,Travel,M1670,C16118,146.14,0.494,velocity,Low,Cleared,1,0,Done
ALT0002529,TXN00019958,2025-08-02 00:04:54,UPI,Jaipur,Gaming,M1748,C73293,676.27,0.517,velocity,Low,Cleared,1,0,Done
ALT0002530,TXN00029756,2025-08-02 00:04:55,UPI,Indore,Electronics,M1033,C35007,6315.7,0.615,velocity,Medium,Cleared,1,0,Done
ALT0002531,TXN00019253,2025-08-02 00:09:05,Wallet,Chandigarh,Fashion,M1164,C39041,1946.05,0.526,velocity,Low,Blocked,1,1,Done
ALT0002532,TXN00024581,2025-08-02 00:09:17,UPI,Nagpur,Travel,M1004,C80860,16720.16,0.482,device,Low,Investigating,0,0,Queue
ALT0002533,TXN00017150,2025-08-02 00:09:51,Card,Jaipur,Fashion,M1634,C29276,34312.47,0.603,night_burst,Medium,Investigating,0,0,Queue
ALT0002534,TXN00040241,2025-08-02 00:11:36,UPI,Mumbai,Fuel,M1242,C14574,1158.01,0.487,velocity,Low,Investigating,0,0,Queue
ALT0002535,TXN00047477,2025-08-02 00:15:20,Card,Ahmedabad,Gaming,M1757,C30236,9060.77,0.496,night_burst,Low,Open,0,0,Queue
ALT0002536,TXN00042096,2025-08-02 00:15:49,Card,Jaipur,Utilities,M1315,C41765,166240.49,0.608,night_burst,Medium,Open,0,0,Queue
ALT0002537,TXN00045313,2025-08-02 00:17:31,Card,Ahmedabad,Education,M1761,C26642,18508.72,0.59,night_burst,Medium,Investigating,0,0,Queue
ALT0002538,TXN00036784,2025-08-02 00:20:19,UPI,Indore,Travel,M1382,C57241,25589.49,0.594,night_burst,Medium,Blocked,1,1,Done
ALT0002539,TXN00027055,2025-08-02 00:28:10,UPI,Pune,Education,M1392,C54063,6903.91,0.527,velocity,Low,Open,0,0,Queue
ALT0002540,TXN00046553,2025-08-02 00:29:56,Wallet,Bengaluru,Fashion,M1191,C56308,2335.7,0.596,night_burst,Medium,Blocked,0,1,Done
ALT0002541,TXN00003472,2025-08-02 00:41:04,Wallet,Surat,Electronics,M1421,C45610,267.38,0.53,night_burst,Low,Cleared,1,0,Done
ALT0002542,TXN00031591,2025-08-02 00:46:30,UPI,Ahmedabad,Grocery,M1468,C59012,10845.69,0.494,device,Low,Open,0,0,Queue
ALT0002543,TXN00037387,2025-08-02 00:47:54,Wallet,Pune,Electronics,M1861,C61113,623.84,0.547,geo_mismatch,Low,Open,0,0,Queue
ALT0002544,TXN00031674,2025-08-02 00:48:53,Card,Bengaluru,Utilities,M1525,C58047,50478.78,0.605,new_payee,Medium,Investigating,0,0,Queue
ALT0002545,TXN00008752,2025-08-02 00:51:35,Card,Indore,Food Delivery,M1107,C74383,933.05,0.676,velocity,Medium,Investigating,0,0,Queue
ALT0002546,TXN00027267,2025-08-02 00:52:11,Card,Pune,Fashion,M1298,C45338,31188.12,0.789,night_burst,High,Blocked,0,1,Done
ALT0002547,TXN00027061,2025-08-02 00:54:43,UPI,Kochi,Electronics,M1652,C61515,7307.36,0.759,device,High,Escalated,0,0,Queue
ALT0002548,TXN00047152,2025-08-02 00:55:51,UPI,Nagpur,Food Delivery,M1365,C72485,9945.34,0.491,velocity,Low,Investigating,0,0,Queue
ALT0002549,TXN00036165,2025-08-02 00:56:31,UPI,Kochi,Travel,M1490,C64123,4853.11,0.612,velocity,Medium,Blocked,1,1,Done
ALT0002550,TXN00032305,2025-08-02 00:59:46,UPI,Kolkata,Utilities,M1031,C38984,36460.55,0.605,amount_spike,Medium,Investigating,0,0,Queue
ALT0002551,TXN00043624,2025-08-02 01:00:35,Wallet,Surat,Food Delivery,M1404,C55968,6402.1,0.987,device,Critical,Blocked,0,1,Done
ALT0002552,TXN00044971,2025-08-02 01:06:28,UPI,Bengaluru,Grocery,M1257,C73016,4140.56,0.59,velocity,Medium,Cleared,1,0,Done
ALT0002553,TXN00012277,2025-08-02 01:08:05,Card,Delhi,Grocery,M1571,C76970,69825.11,0.602,amount_spike,Medium,Investigating,0,0,Queue
ALT0002554,TXN00020347,2025-08-02 01:09:17,Card,Nagpur,Fuel,M1303,C50107,11537.04,0.782,night_burst,High,Investigating,0,0,Queue
ALT0002555,TXN00002561,2025-08-02 01:13:57,UPI,Nagpur,Gaming,M1111,C60207,1848.24,0.566,velocity,Medium,Cleared,1,0,Done
ALT0002556,TXN00040753,2025-08-02 01:15:59,UPI,Chandigarh,Healthcare,M1059,C55342,6008.17,0.582,geo_mismatch,Medium,Blocked,1,1,Done
ALT0002557,TXN00013756,2025-08-02 01:17:53,Wallet,Ahmedabad,Electronics,M1073,C22469,30038.21,0.489,velocity,Low,Cleared,1,0,Done
ALT0002558,TXN00017251,2025-08-02 01:19:04,UPI,Kolkata,Grocery,M1397,C14257,27413.32,0.483,amount_spike,Low,Open,0,0,Queue
ALT0002559,TXN00035477,2025-08-02 01:20:14,UPI,Lucknow,Electronics,M1697,C29879,694.09,0.58,velocity,Medium,Open,0,0,Queue
ALT0002560,TXN00009210,2025-08-02 01:36:46,Wallet,Nagpur,Fashion,M1070,C19350,23970.99,0.602,velocity,Medium,Investigating,0,0,Queue
ALT0002561,TXN00023183,2025-08-02 01:37:57,UPI,Hyderabad,Grocery,M1685,C88712,1217.23,0.594,night_burst,Medium,Investigating,0,0,Queue
ALT0002562,TXN00017280,2025-08-02 01:41:41,Card,Chennai,Fashion,M1397,C69584,13507.16,0.557,velocity,Medium,Cleared,1,0,Done
ALT0002563,TXN00039240,2025-08-02 01:42:26,Wallet,Hyderabad,Gaming,M1779,C15019,3705.4,0.573,night_burst,Medium,Cleared,1,0,Done
ALT0002564,TXN00016061,2025-08-02 01:50:44,Card,Hyderabad,Grocery,M1584,C84427,11785.18,0.484,new_payee,Low,Cleared,1,0,Done
ALT0002565,TXN00022782,2025-08-02 01:53:35,Wallet,Chandigarh,Utilities,M1120,C83253,50.0,0.59,night_burst,Medium,Open,0,0,Queue
ALT0002566,TXN00008809,2025-08-02 01:57:31,UPI,Lucknow,Gaming,M1224,C72280,3880.78,0.593,night_burst,Medium,Blocked,1,1,Done
ALT0002567,TXN00029813,2025-08-02 02:03:07,Card,Chandigarh,Fashion,M1478,C65776,18185.39,0.573,amount_spike,Medium,Open,0,0,Queue
ALT0002568,TXN00039124,2025-08-02 02:06:45,Card,Lucknow,Fuel,M1403,C80461,905.38,0.6,velocity,Medium,Blocked,1,1,Done
ALT0002569,TXN00001109,2025-08-02 02:11:16,Card,Kolkata,Healthcare,M1244,C19479,115150.27,0.599,amount_spike,Medium,Blocked,0,1,Done
ALT0002570,TXN00030439,2025-08-02 02:15:17,Card,Mumbai,Fuel,M1396,C47146,8238.61,0.503,velocity,Low,Investigating,0,0,Queue
ALT0002571,TXN00025469,2025-08-02 02:21:27,Wallet,Delhi,Fuel,M1865,C63617,2918.72,0.573,velocity,Medium,Blocked,1,1,Done
ALT0002572,TXN00017894,2025-08-02 02:26:25,Card,Kochi,Healthcare,M1139,C26277,7724.61,0.617,night_burst,Medium,Cleared,1,0,Done
ALT0002573,TXN00015845,2025-08-02 02:28:33,UPI,Nagpur,Food Delivery,M1741,C32673,2949.91,0.612,night_burst,Medium,Blocked,1,1,Done
ALT0002574,TXN00021897,2025-08-02 02:42:32,Wallet,Kochi,Grocery,M1441,C81870,3889.42,0.486,velocity,Low,Cleared,1,0,Done
ALT0002575,TXN00000408,2025-08-02 02:45:12,Wallet,Nagpur,Gaming,M1703,C72459,9742.11,0.551,velocity,Medium,Cleared,1,0,Done
ALT0002576,TXN00036812,2025-08-02 02:53:28,Card,Delhi,Utilities,M1124,C77718,2119.6,0.782,night_burst,High,Cleared,0,0,Done
ALT0002577,TXN00013846,2025-08-02 02:53:34,UPI,Chennai,Education,M1323,C80370,11650.97,0.562,device,Medium,Cleared,1,0,Done
ALT0002578,TXN00046948,2025-08-02 02:53:39,UPI,Pune,Travel,M1579,C49935,37315.46,0.921,amount_spike,Critical,Blocked,0,1,Done
ALT0002579,TXN00017097,2025-08-02 02:53:44,UPI,Ahmedabad,Fashion,M1310,C82676,26905.84,0.619,amount_spike,Medium,Open,0,0,Queue
ALT0002580,TXN00040786,2025-08-02 02:54:27,UPI,Surat,Education,M1238,C33143,4220.04,0.547,night_burst,Low,Cleared,1,0,Done
ALT0002581,TXN00038123,2025-08-02 02:55:16,Wallet,Indore,Grocery,M1881,C52403,16448.66,0.564,amount_spike,Medium,Blocked,0,1,Done
ALT0002582,TXN00003708,2025-08-02 02:57:42,Card,Pune,Gaming,M1164,C30917,92369.52,0.547,amount_spike,Low,Cleared,1,0,Done
ALT0002583,TXN00028182,2025-08-02 03:03:36,Card,Delhi,Gaming,M1763,C44846,22026.84,0.529,velocity,Low,Cleared,1,0,Done
ALT0002584,TXN00030717,2025-08-02 03:18:05,UPI,Chandigarh,Electronics,M1039,C10677,1558.64,0.576,night_burst,Medium,Open,0,0,Queue
ALT0002585,TXN00004488,2025-08-02 03:19:19,Card,Indore,Electronics,M1217,C40936,21187.29,0.48,night_burst,Low,Blocked,0,1,Done
ALT0002586,TXN00042057,2025-08-02 03:21:21,Card,Lucknow,Gaming,M1838,C16651,25533.63,0.541,night_burst,Low,Open,0,0,Queue
ALT0002587,TXN00040417,2025-08-02 03:35:21,UPI,Bengaluru,Fuel,M1441,C33479,14729.57,0.516,new_payee,Low,Investigating,0,0,Queue
ALT0002588,TXN00042646,2025-08-02 03:36:14,Card,Mumbai,Education,M1404,C33446,15591.15,0.59,night_burst,Medium,Investigating,0,0,Queue
ALT0002589,TXN00021992,2025-08-02 03:39:02,UPI,Ahmedabad,Healthcare,M1450,C77818,6002.4,0.618,new_payee,Medium,Blocked,1,1,Done
ALT0002590,TXN00018859,2025-08-02 03:42:21,UPI,Nagpur,Travel,M1712,C66010,49455.9,0.57,night_burst,Medium,Investigating,0,0,Queue
ALT0002591,TXN00016272,2025-08-02 03:45:54,Wallet,Bengaluru,Fuel,M1082,C33502,861.81,0.796,velocity,High,Blocked,0,1,Done
ALT0002592,TXN00023382,2025-08-02 03:48:00,UPI,Jaipur,Electronics,M1544,C63074,2211.03,0.743,night_burst,High,Open,0,0,Queue
ALT0002593,TXN00035048,2025-08-02 03:51:37,UPI,Nagpur,Fuel,M1556,C65532,7987.22,0.591,night_burst,Medium,Open,0,0,Queue
ALT0002594,TXN00016165,2025-08-02 03:52:51,UPI,Mumbai,Gaming,M1419,C80075,721.24,0.831,velocity,Critical,Blocked,0,1,Done
ALT0002595,TXN00013673,2025-08-02 03:53:08,UPI,Pune,Healthcare,M1761,C58296,9398.7,0.591,new_payee,Medium,Investigating,0,0,Queue
ALT0002596,TXN00003141,2025-08-02 03:55:27,UPI,Chandigarh,Fuel,M1083,C24037,2545.24,0.572,night_burst,Medium,Cleared,1,0,Done
ALT0002597,TXN00041871,2025-08-02 03:56:29,Wallet,Nagpur,Electronics,M1115,C84275,2187.08,0.574,velocity,Medium,Investigating,0,0,Queue
ALT0002598,TXN00045232,2025-08-02 03:56:54,UPI,Kochi,Education,M1848,C45903,875.59,0.497,velocity,Low,Cleared,1,0,Done
ALT0002599,TXN00011752,2025-08-02 03:57:41,UPI,Kochi,Food Delivery,M1037,C71340,4133.17,0.601,velocity,Medium,Open,0,0,Queue
ALT0002600,TXN00040944,2025-08-02 03:58:54,Wallet,Jaipur,Grocery,M1532,C51219,3611.11,0.525,velocity,Low,Open,0,0,Queue
ALT0002601,TXN00022028,2025-08-02 04:11:57,UPI,Pune,Utilities,M1371,C57733,2155.33,0.585,new_payee,Medium,Open,0,0,Queue
ALT0002602,TXN00023162,2025-08-02 04:13:34,UPI,Chennai,Grocery,M1836,C27732,3094.94,0.512,night_burst,Low,Investigating,0,0,Queue
ALT0002603,TXN00002771,2025-08-02 04:14:35,Wallet,Bengaluru,Food Delivery,M1765,C39011,991.6,0.53,new_payee,Low,Cleared,1,0,Done
ALT0002604,TXN00010024,2025-08-02 04:17:09,Wallet,Bengaluru,Fashion,M1122,C84051,15535.86,0.599,velocity,Medium,Cleared,1,0,Done
ALT0002605,TXN00008442,2025-08-02 04:19:11,UPI,Kolkata,Gaming,M1304,C55973,2839.79,0.598,new_payee,Medium,Blocked,1,1,Done
ALT0002606,TXN00017300,2025-08-02 04:26:21,Wallet,Jaipur,Food Delivery,M1393,C60625,2175.83,0.569,night_burst,Medium,Cleared,1,0,Done
ALT0002607,TXN00025812,2025-08-02 04:26:24,Card,Chennai,Fashion,M1282,C35861,28227.0,0.613,velocity,Medium,Investigating,0,0,Queue
ALT0002608,TXN00033054,2025-08-02 04:26:57,UPI,Chennai,Electronics,M1379,C42264,4611.21,0.577,new_payee,Medium,Open,0,0,Queue
ALT0002609,TXN00002886,2025-08-02 04:30:18,UPI,Surat,Travel,M1160,C19282,4730.81,0.522,night_burst,Low,Cleared,1,0,Done
ALT0002610,TXN00047076,2025-08-02 04:32:04,Card,Chandigarh,Utilities,M1129,C63614,6600.69,0.483,velocity,Low,Investigating,0,0,Queue
ALT0002611,TXN00045583,2025-08-02 04:36:02,Card,Nagpur,Travel,M1038,C68755,9550.74,0.79,new_payee,High,Blocked,0,1,Done
ALT0002612,TXN00002382,2025-08-02 04:37:54,Card,Mumbai,Fashion,M1856,C60858,145601.61,0.625,amount_spike,Medium,Cleared,1,0,Done
ALT0002613,TXN00006771,2025-08-02 04:39:31,UPI,Surat,Fuel,M1158,C81853,31738.03,0.638,amount_spike,Medium,Open,0,0,Queue
ALT0002614,TXN00019570,2025-08-02 04:41:50,Card,Pune,Food Delivery,M1388,C49132,2837.04,0.519,night_burst,Low,Investigating,0,0,Queue
ALT0002615,TXN00035691,2025-08-02 04:46:08,UPI,Surat,Utilities,M1496,C39431,14071.36,0.531,velocity,Low,Open,0,0,Queue
ALT0002616,TXN00002181,2025-08-02 04:46:48,UPI,Ahmedabad,Gaming,M1586,C24162,30567.39,0.585,velocity,Medium,Open,0,0,Queue
ALT0002617,TXN00044913,2025-08-02 04:58:32,Card,Jaipur,Fuel,M1504,C31761,5102.35,0.611,velocity,Medium,Escalated,0,0,Queue
ALT0002618,TXN00017607,2025-08-02 05:02:33,Card,Nagpur,Travel,M1774,C14060,5500.37,0.485,velocity,Low,Cleared,1,0,Done
ALT0002619,TXN00044319,2025-08-02 05:35:17,Wallet,Bengaluru,Fashion,M1680,C54195,3283.82,0.649,device,Medium,Investigating,0,0,Queue
ALT0002620,TXN00045341,2025-08-02 05:42:28,Card,Mumbai,Food Delivery,M1853,C16659,28370.68,0.544,amount_spike,Low,Cleared,1,0,Done
ALT0002621,TXN00044116,2025-08-02 06:04:22,UPI,Kochi,Education,M1142,C10485,90171.91,0.635,new_payee,Medium,Investigating,0,0,Queue
ALT0002622,TXN00037589,2025-08-02 07:26:38,Card,Mumbai,Grocery,M1597,C64300,19175.14,0.583,velocity,Medium,Cleared,1,0,Done
ALT0002623,TXN00011042,2025-08-02 07:39:50,UPI,Indore,Electronics,M1561,C53616,797.51,0.48,new_payee,Low,Investigating,0,0,Queue
ALT0002624,TXN00024325,2025-08-02 08:05:24,Card,Kochi,Electronics,M1895,C45615,17823.64,0.565,velocity,Medium,Investigating,0,0,Queue
ALT0002625,TXN00036044,2025-08-02 08:35:58,Wallet,Bengaluru,Travel,M1646,C21452,12234.1,0.649,velocity,Medium,Open,0,0,Queue
ALT0002626,TXN00022941,2025-08-02 08:39:59,UPI,Indore,Healthcare,M1897,C14558,10649.14,0.617,new_payee,Medium,Investigating,0,0,Queue
ALT0002627,TXN00002907,2025-08-02 08:53:33,Wallet,Kolkata,Grocery,M1786,C74098,290799.73,0.628,device,Medium,Investigating,0,0,Queue
ALT0002628,TXN00007435,2025-08-02 09:14:06,UPI,Kochi,Grocery,M1600,C77260,783.26,0.753,velocity,High,Blocked,0,1,Done
ALT0002629,TXN00030626,2025-08-02 09:27:37,UPI,Delhi,Fashion,M1325,C81666,104747.16,0.584,new_payee,Medium,Open,0,0,Queue
ALT0002630,TXN00030861,2025-08-02 09:28:26,UPI,Surat,Healthcare,M1513,C77169,1414.92,0.499,new_payee,Low,Open,0,0,Queue
ALT0002631,TXN00012217,2025-08-02 09:33:18,Wallet,Delhi,Gaming,M1629,C25667,6495.9,0.484,velocity,Low,Open,0,0,Queue
ALT0002632,TXN00008177,2025-08-02 09:44:48,UPI,Mumbai,Grocery,M1280,C27002,8023.89,0.546,velocity,Low,Open,0,0,Queue
ALT0002633,TXN00005261,2025-08-02 09:58:51,UPI,Delhi,Electronics,M1568,C78937,510.93,0.559,velocity,Medium,Escalated,0,0,Queue
ALT0002634,TXN00030501,2025-08-02 10:35:22,UPI,Kolkata,Utilities,M1390,C18342,1472.05,0.499,new_payee,Low,Cleared,1,0,Done
ALT0002635,TXN00008500,2025-08-02 10:43:44,Wallet,Hyderabad,Grocery,M1639,C11503,4066.2,0.632,velocity,Medium,Blocked,0,1,Done
ALT0002636,TXN00039706,2025-08-02 12:40:45,UPI,Lucknow,Grocery,M1575,C39025,2480.06,0.655,device,Medium,Investigating,0,0,Queue
ALT0002637,TXN00036611,2025-08-02 13:24:02,UPI,Chennai,Education,M1648,C46092,805.42,0.634,velocity,Medium,Cleared,1,0,Done
ALT0002638,TXN00023138,2025-08-02 13:25:52,UPI,Surat,Grocery,M1688,C29960,13201.19,0.568,velocity,Medium,Open,0,0,Queue
ALT0002639,TXN00007062,2025-08-02 13:47:00,UPI,Lucknow,Food Delivery,M1438,C47815,1096.83,0.649,velocity,Medium,Investigating,0,0,Queue
ALT0002640,TXN00024544,2025-08-02 14:18:35,Wallet,Kochi,Travel,M1425,C43284,4157.28,0.522,velocity,Low,Open,0,0,Queue
ALT0002641,TXN00038827,2025-08-02 14:30:09,UPI,Surat,Fashion,M1452,C41282,4746.64,0.511,new_payee,Low,Cleared,1,0,Done
ALT0002642,TXN00030634,2025-08-02 15:01:42,UPI,Nagpur,Food Delivery,M1308,C14400,855.36,0.493,velocity,Low,Investigating,0,0,Queue
ALT0002643,TXN00000450,2025-08-02 15:23:49,Card,Pune,Fashion,M1726,C82073,10989.5,0.493,new_payee,Low,Cleared,1,0,Done
ALT0002644,TXN00031045,2025-08-02 15:31:27,UPI,Nagpur,Electronics,M1749,C81105,2436.34,0.515,velocity,Low,Cleared,1,0,Done
ALT0002645,TXN00000366,2025-08-02 15:34:58,Card,Ahmedabad,Utilities,M1627,C69100,28575.13,0.516,amount_spike,Low,Cleared,1,0,Done
ALT0002646,TXN00009414,2025-08-02 15:57:27,UPI,Hyderabad,Electronics,M1860,C37885,4558.58,0.551,velocity,Medium,Open,0,0,Queue
ALT0002647,TXN00037524,2025-08-02 16:33:39,Wallet,Indore,Electronics,M1589,C15080,6377.46,0.582,geo_mismatch,Medium,Cleared,1,0,Done
ALT0002648,TXN00028034,2025-08-02 18:17:32,Card,Kolkata,Fashion,M1216,C34200,31277.04,0.713,velocity,High,Blocked,0,1,Done
ALT0002649,TXN00019102,2025-08-02 19:10:25,UPI,Jaipur,Fuel,M1794,C25030,737.93,0.631,velocity,Medium,Blocked,0,1,Done
ALT0002650,TXN00005564,2025-08-02 19:20:35,Card,Hyderabad,Education,M1818,C42767,1932.0,0.651,device,Medium,Investigating,0,0,Queue
ALT0002651,TXN00031013,2025-08-02 19:37:43,UPI,Hyderabad,Fashion,M1213,C22702,1096.64,0.629,device,Medium,Open,0,0,Queue
ALT0002652,TXN00010016,2025-08-02 19:54:54,Card,Chennai,Grocery,M1032,C87275,5550.43,0.501,new_payee,Low,Investigating,0,0,Queue
ALT0002653,TXN00014482,2025-08-02 19:55:24,Card,Lucknow,Education,M1348,C32295,20623.95,0.855,new_payee,Critical,Open,0,0,Queue
ALT0002654,TXN00034113,2025-08-02 20:00:58,UPI,Pune,Fuel,M1184,C44702,2056.46,0.506,velocity,Low,Cleared,1,0,Done
ALT0002655,TXN00021830,2025-08-02 20:10:27,Card,Nagpur,Grocery,M1890,C78785,6410.97,0.614,velocity,Medium,Investigating,0,0,Queue
ALT0002656,TXN00037402,2025-08-02 20:45:03,Card,Pune,Fashion,M1049,C10256,67441.75,0.606,velocity,Medium,Blocked,1,1,Done
ALT0002657,TXN00011949,2025-08-02 20:46:59,UPI,Chennai,Grocery,M1143,C37928,416.36,0.539,geo_mismatch,Low,Blocked,1,1,Done
ALT0002658,TXN00018584,2025-08-02 21:27:41,UPI,Chennai,Gaming,M1111,C64180,3444.85,0.635,velocity,Medium,Investigating,0,0,Queue
ALT0002659,TXN00031301,2025-08-02 21:57:49,UPI,Pune,Utilities,M1481,C35929,1301.29,0.512,device,Low,Blocked,1,1,Done
ALT0002660,TXN00040660,2025-08-02 23:06:45,UPI,Ahmedabad,Travel,M1453,C28022,637.77,0.68,velocity,Medium,Blocked,1,1,Done
ALT0002661,TXN00004657,2025-08-02 23:19:19,UPI,Hyderabad,Grocery,M1715,C41840,11315.77,0.613,velocity,Medium,Blocked,0,1,Done
ALT0002662,TXN00027999,2025-08-02 23:34:26,Wallet,Chennai,Gaming,M1305,C24048,735.41,0.571,velocity,Medium,Blocked,0,1,Done
ALT0002663,TXN00019331,2025-08-02 23:37:14,Card,Pune,Gaming,M1035,C16030,21951.71,0.523,geo_mismatch,Low,Open,0,0,Queue
ALT0002664,TXN00024643,2025-08-02 23:39:20,UPI,Nagpur,Travel,M1002,C63608,674.77,0.583,new_payee,Medium,Investigating,0,0,Queue
ALT0002665,TXN00032434,2025-08-02 23:44:22,UPI,Pune,Electronics,M1001,C72112,1319.91,0.485,night_burst,Low,Investigating,0,0,Queue
ALT0002666,TXN00032831,2025-08-02 23:44:33,UPI,Chandigarh,Grocery,M1388,C24210,4255.5,0.53,night_burst,Low,Open,0,0,Queue
ALT0002667,TXN00026162,2025-08-02 23:45:45,UPI,Surat,Utilities,M1709,C88381,3223.07,0.526,night_burst,Low,Investigating,0,0,Queue
ALT0002668,TXN00001547,2025-08-02 23:50:22,Wallet,Lucknow,Food Delivery,M1654,C65491,5844.44,0.6,velocity,Medium,Investigating,0,0,Queue
ALT0002669,TXN00008094,2025-08-02 23:57:00,UPI,Kochi,Fashion,M1890,C14406,24375.86,0.748,velocity,High,Blocked,0,1,Done
ALT0002670,TXN00001626,2025-08-02 23:57:23,UPI,Hyderabad,Utilities,M1559,C69357,2276.52,0.646,night_burst,Medium,Cleared,1,0,Done
ALT0002671,TXN00003051,2025-08-02 23:57:45,UPI,Ahmedabad,Utilities,M1834,C44629,748.13,0.483,night_burst,Low,Cleared,1,0,Done
ALT0002672,TXN00037960,2025-08-03 00:12:52,Wallet,Chandigarh,Grocery,M1684,C19762,4749.93,0.495,velocity,Low,Cleared,1,0,Done
ALT0002673,TXN00007279,2025-08-03 00:25:26,UPI,Indore,Grocery,M1285,C23600,1795.04,0.511,velocity,Low,Cleared,1,0,Done
