dispute_id,txn_id,opened_ts,channel,city,amount_inr,dispute_type,status
DSP000545,TXN00009477,2025-08-10 09:51:45,UPI,Chennai,8008.17,Unauthorized,Under Review
DSP000546,TXN00004746,2025-08-08 01:10:22,UPI,Jaipur,1668.52,Amount mismatch,Open
DSP000547,TXN00032068,2025-08-08 08:23:42,UPI,Lucknow,1749.68,Amount mismatch,Open
DSP000548,TXN00040049,2025-08-08 13:14:06,Wallet,Hyderabad,2025.66,Account takeover,Won
DSP000549,TXN00043506,2025-08-08 17:35:38,UPI,Jaipur,3685.0,Duplicate charge,Won
DSP000550,TXN00044560,2025-08-09 04:03:57,Card,Hyderabad,2139.47,Account takeover,Lost
DSP000551,TXN00044022,2025-08-09 00:29:14,Card,Indore,28019.54,Amount mismatch,Open
DSP000552,TXN00043059,2025-08-08 14:36:19,UPI,Lucknow,2606.01,Unauthorized,Open
DSP000553,TXN00037494,2025-08-09 02:38:16,Wallet,Hyderabad,4031.39,Goods not received,Under Review
DSP000554,TXN00008195,2025-08-08 16:55:14,UPI,Indore,553.48,Goods not received,Won
DSP000555,TXN00006917,2025-08-08 18:24:52,UPI,Lucknow,1641.89,Account takeover,Under Review
DSP000556,TXN00011164,2025-08-09 18:54:58,Card,Nagpur,3976.35,Unauthorized,Won
DSP000557,TXN00029311,2025-08-10 00:06:01,UPI,Lucknow,1234.37,Amount mismatch,Won
DSP000558,TXN00037652,2025-08-08 06:13:29,Wallet,Nagpur,7379.58,Unauthorized,Withdrawn
DSP000559,TXN00002852,2025-08-09 15:45:07,UPI,Chennai,1964.23,Unauthorized,Open
DSP000560,TXN00025568,2025-08-10 20:09:15,UPI,Delhi,1532.12,Account takeover,Under Review
DSP000561,TXN00044917,2025-08-09 18:11:02,UPI,Hyderabad,8144.85,Unauthorized,Under Review
DSP000562,TXN00024757,2025-08-09 18:40:36,UPI,Hyderabad,1803.36,Unauthorized,Open
DSP000563,TXN00001648,2025-08-10 02:17:13,UPI,Pune,20572.26,Account takeover,Lost
DSP000564,TXN00012234,2025-08-08 17:42:15,UPI,Delhi,1212.51,Unauthorized,Won
DSP000565,TXN00027300,2025-08-08 11:41:17,UPI,Ahmedabad,1711.34,Unauthorized,Won
DSP000566,TXN00033421,2025-08-10 16:18:39,UPI,Kochi,914.81,Duplicate charge,Won
DSP000567,TXN00000645,2025-08-09 16:29:27,Card,Indore,5813.52,Unauthorized,Won
DSP000568,TXN00017849,2025-08-10 13:33:19,Card,Pune,3035.7,Goods not received,Won
DSP000569,TXN00028738,2025-08-10 19:08:09,Wallet,Ahmedabad,4915.58,Amount mismatch,Won
DSP000570,TXN00010618,2025-08-09 06:58:54,Card,Indore,2729.53,Account takeover,Under Review
DSP000571,TXN00005913,2025-08-09 04:36:43,UPI,Jaipur,1540.41,Duplicate charge,Lost
DSP000572,TXN00046466,2025-08-11 07:08:07,Card,Hyderabad,1763.46,Unauthorized,Won
DSP000573,TXN00038826,2025-08-10 02:11:18,UPI,Indore,412.17,Unauthorized,Open
DSP000574,TXN00004179,2025-08-10 06:15:59,Card,Lucknow,24981.6,Account takeover,Won
DSP000575,TXN00031290,2025-08-09 10:35:46,UPI,Jaipur,6185.23,Unauthorized,Lost
DSP000576,TXN00000980,2025-08-09 12:04:37,UPI,Bengaluru,3214.59,Goods not received,Under Review
DSP000577,TXN00007865,2025-08-10 11:20:33,UPI,Chandigarh,2358.98,Unauthorized,Under Review
DSP000578,TXN00045998,2025-08-11 21:21:42,UPI,Delhi,5647.16,Account takeover,Lost
DSP000579,TXN00029509,2025-08-09 14:08:28,UPI,Indore,5395.57,Account takeover,Under Review
DSP000580,TXN00032186,2025-08-09 20:23:16,Card,Nagpur,2703.98,Duplicate charge,Won
DSP000581,TXN00019049,2025-08-10 02:27:54,Wallet,Hyderabad,18325.22,Goods not received,Lost
DSP000582,TXN00015624,2025-08-09 14:27:48,UPI,Bengaluru,5288.0,Unauthorized,Won
DSP000583,TXN00001918,2025-08-09 11:31:11,Card,Kochi,5711.35,Account takeover,Withdrawn
DSP000584,TXN00030923,2025-08-09 13:46:17,UPI,Surat,1253.46,Unauthorized,Lost
DSP000585,TXN00029879,2025-08-09 10:50:47,Card,Bengaluru,15121.31,Duplicate charge,Open
DSP000586,TXN00011626,2025-08-10 20:41:13,Wallet,Jaipur,1797.33,Unauthorized,Open
DSP000587,TXN00022746,2025-08-11 14:56:27,UPI,Hyderabad,2289.66,Duplicate charge,Under Review
DSP000588,TXN00043768,2025-08-11 14:33:15,Wallet,Ahmedabad,2474.93,Goods not received,Won
DSP000589,TXN00037448,2025-08-11 19:20:23,UPI,Jaipur,3042.7,Account takeover,Won
DSP000590,TXN00028572,2025-08-10 00:58:02,UPI,Chennai,1000.92,Goods not received,Open
DSP000591,TXN00018792,2025-08-10 09:35:42,Card,Nagpur,75711.38,Goods not received,Won
DSP000592,TXN00024014,2025-08-10 05:07:54,Card,Delhi,11146.8,Unauthorized,Under Review
DSP000593,TXN00038805,2025-08-12 09:45:16,UPI,Lucknow,4564.37,Goods not received,Lost
DSP000594,TXN00040104,2025-08-10 21:12:18,UPI,Lucknow,1471.13,Goods not received,Won
DSP000595,TXN00043705,2025-08-10 12:28:58,Card,Kochi,4367.47,Unauthorized,Withdrawn
DSP000596,TXN00019931,2025-08-12 03:45:17,UPI,Delhi,1910.17,Unauthorized,Won
DSP000597,TXN00015684,2025-08-12 12:27:36,UPI,Ahmedabad,3845.17,Amount mismatch,Lost
DSP000598,TXN00001024,2025-08-10 17:49:29,Card,Mumbai,18418.86,Goods not received,Under Review
DSP000599,TXN00022294,2025-08-11 19:59:28,Wallet,Delhi,2148.19,Unauthorized,Under Review
DSP000600,TXN00021634,2025-08-12 20:40:11,Card,Kochi,2202.2,Goods not received,Won
DSP000601,TXN00019686,2025-08-12 15:00:25,UPI,Ahmedabad,771.71,Unauthorized,Lost
DSP000602,TXN00017663,2025-08-12 20:14:33,Card,Ahmedabad,2240.24,Amount mismatch,Open
DSP000603,TXN00038515,2025-08-11 07:37:20,UPI,Kolkata,2792.07,Unauthorized,Won
DSP000604,TXN00039157,2025-08-12 03:39:54,UPI,Delhi,961.57,Unauthorized,Lost
DSP000605,TXN00030498,2025-08-11 07:49:40,Card,Kolkata,4290.82,Account takeover,Won
DSP000606,TXN00017056,2025-08-10 16:03:44,Wallet,Chandigarh,1449.09,Amount mismatch,Won
DSP000607,TXN00018026,2025-08-13 07:45:25,UPI,Surat,4730.29,Unauthorized,Open
DSP000608,TXN00040835,2025-08-12 16:07:25,UPI,Hyderabad,1424.13,Amount mismatch,Open
DSP000609,TXN00012439,2025-08-13 02:17:36,Card,Indore,1532.72,Goods not received,Withdrawn
DSP000610,TXN00001075,2025-08-12 01:57:58,UPI,Kolkata,9141.84,Unauthorized,Won
DSP000611,TXN00029523,2025-08-12 08:04:02,Wallet,Chandigarh,1135.46,Duplicate charge,Open
DSP000612,TXN00032334,2025-08-12 20:30:09,Card,Surat,1548.67,Account takeover,Won
DSP000613,TXN00002859,2025-08-12 10:25:28,UPI,Indore,7468.44,Unauthorized,Under Review
DSP000614,TXN00035001,2025-08-13 01:57:53,UPI,Jaipur,1251.46,Account takeover,Withdrawn
DSP000615,TXN00028264,2025-08-12 19:23:27,Card,Chandigarh,7260.75,Duplicate charge,Under Review
DSP000616,TXN00016759,2025-08-11 14:53:52,UPI,Kolkata,2338.52,Account takeover,Won
DSP000617,TXN00015414,2025-08-11 03:09:49,UPI,Lucknow,2224.09,Account takeover,Won
DSP000618,TXN00017853,2025-08-13 07:20:53,UPI,Surat,436.01,Goods not received,Open
DSP000619,TXN00010349,2025-08-11 11:57:43,UPI,Pune,8720.59,Goods not received,Under Review
DSP000620,TXN00018941,2025-08-11 22:39:26,Card,Nagpur,2614.78,Unauthorized,Won
DSP000621,TXN00040371,2025-08-12 08:19:21,UPI,Bengaluru,3317.9,Account takeover,Won
DSP000622,TXN00027538,2025-08-11 18:56:45,UPI,Surat,2382.87,Account takeover,Withdrawn
DSP000623,TXN00006925,2025-08-12 11:27:27,UPI,Ahmedabad,1814.88,Account takeover,Withdrawn
DSP000624,TXN00031915,2025-08-14 04:04:16,UPI,Chennai,17502.13,Amount mismatch,Lost
DSP000625,TXN00023274,2025-08-12 07:09:54,UPI,Chandigarh,3158.32,Account takeover,Open
DSP000626,TXN00039252,2025-08-13 21:17:59,UPI,Surat,1109.99,Amount mismatch,Under Review
DSP000627,TXN00035587,2025-08-11 19:07:36,UPI,Bengaluru,3227.01,Duplicate charge,Open
DSP000628,TXN00019139,2025-08-14 07:51:50,UPI,Pune,3513.88,Unauthorized,Lost
DSP000629,TXN00000059,2025-08-12 11:21:52,UPI,Nagpur,1097.04,Goods not received,Under Review
DSP000630,TXN00013804,2025-08-13 21:25:46,UPI,Surat,441.69,Duplicate charge,Open
DSP000631,TXN00028339,2025-08-14 07:20:56,Card,Chandigarh,922.61,Unauthorized,Open
DSP000632,TXN00038228,2025-08-14 14:20:14,UPI,Chennai,1450.79,Account takeover,Won
DSP000633,TXN00015581,2025-08-13 17:28:07,Wallet,Delhi,850.0,Account takeover,Won
DSP000634,TXN00018703,2025-08-13 18:55:22,UPI,Kochi,1446.74,Goods not received,Withdrawn
DSP000635,TXN00046166,2025-08-13 05:42:23,Wallet,Chandigarh,2039.67,Duplicate charge,Open
DSP000636,TXN00036028,2025-08-14 11:06:34,UPI,Ahmedabad,1371.28,Amount mismatch,Open
DSP000637,TXN00042676,2025-08-12 04:40:36,UPI,Kolkata,4732.31,Unauthorized,Won
DSP000638,TXN00038885,2025-08-13 11:40:10,UPI,Hyderabad,1420.2,Goods not received,Open
DSP000639,TXN00042294,2025-08-13 01:42:59,UPI,Delhi,6456.53,Unauthorized,Lost
DSP000640,TXN00003211,2025-08-13 17:00:42,UPI,Ahmedabad,3523.75,Goods not received,Open
DSP000641,TXN00027140,2025-08-13 08:09:47,UPI,Hyderabad,71995.94,Goods not received,Open
DSP000642,TXN00036524,2025-08-14 10:35:30,UPI,Ahmedabad,1208.09,Goods not received,Won
DSP000643,TXN00031257,2025-08-13 05:24:12,Card,Chandigarh,52091.48,Account takeover,Lost
DSP000644,TXN00004727,2025-08-15 05:03:11,Card,Hyderabad,1314.41,Duplicate charge,Open
DSP000645,TXN00025717,2025-08-14 17:26:05,UPI,Surat,1662.46,Account takeover,Withdrawn
DSP000646,TXN00021277,2025-08-14 13:37:46,UPI,Jaipur,7043.38,Duplicate charge,Withdrawn
DSP000647,TXN00036423,2025-08-14 13:39:06,UPI,Chennai,8198.08,Goods not received,Lost
DSP000648,TXN00016506,2025-08-14 14:35:35,Card,Chandigarh,1144.51,Unauthorized,Lost
DSP000649,TXN00019633,2025-08-15 05:45:57,Card,Kolkata,9845.86,Unauthorized,Open
DSP000650,TXN00040646,2025-08-15 05:50:22,Card,Bengaluru,13305.59,Goods not received,Under Review
DSP000651,TXN00028506,2025-08-14 04:07:43,Card,Indore,1585.88,Duplicate charge,Open
DSP000652,TXN00027322,2025-08-15 09:11:03,UPI,Kolkata,2608.85,Account takeover,Won
DSP000653,TXN00028188,2025-08-13 10:26:29,Card,Hyderabad,5907.54,Unauthorized,Won
DSP000654,TXN00031903,2025-08-14 21:40:05,Card,Indore,28327.62,Duplicate charge,Open
DSP000655,TXN00019174,2025-08-15 01:40:35,UPI,Delhi,8679.53,Unauthorized,Under Review
DSP000656,TXN00017129,2025-08-15 15:24:49,Card,Chennai,1675.12,Goods not received,Withdrawn
DSP000657,TXN00004000,2025-08-14 15:58:03,UPI,Surat,1477.94,Account takeover,Under Review
DSP000658,TXN00015141,2025-08-14 08:19:52,UPI,Bengaluru,1230.69,Amount mismatch,Won
DSP000659,TXN00001698,2025-08-14 05:43:02,UPI,Chandigarh,887.9,Unauthorized,Won
DSP000660,TXN00000883,2025-08-15 16:44:42,Card,Jaipur,610.64,Duplicate charge,Withdrawn
DSP000661,TXN00010900,2025-08-13 10:10:04,Card,Surat,601.37,Goods not received,Open
DSP000662,TXN00042813,2025-08-15 03:25:43,UPI,Indore,4769.06,Unauthorized,Open
DSP000663,TXN00041856,2025-08-15 15:28:17,Card,Kochi,4984.43,Goods not received,Lost
DSP000664,TXN00009803,2025-08-14 06:52:51,Card,Delhi,2494.08,Account takeover,Withdrawn
DSP000665,TXN00017764,2025-08-14 13:27:41,Wallet,Lucknow,1115.55,Unauthorized,Open
DSP000666,TXN00030338,2025-08-14 02:48:09,Wallet,Delhi,6675.01,Account takeover,Open
DSP000667,TXN00010643,2025-08-16 09:11:59,UPI,Delhi,1222.97,Duplicate charge,Lost
DSP000668,TXN00029042,2025-08-14 23:06:10,UPI,Delhi,13191.85,Account takeover,Under Review
DSP000669,TXN00046661,2025-08-14 10:21:44,UPI,Pune,1941.2,Account takeover,Won
DSP000670,TXN00011781,2025-08-15 21:43:56,Card,Indore,5868.18,Amount mismatch,Won
DSP000671,TXN00021522,2025-08-15 21:12:05,UPI,Nagpur,2797.77,Account takeover,Lost
DSP000672,TXN00024908,2025-08-13 21:33:41,Card,Mumbai,7017.23,Account takeover,Open
DSP000673,TXN00020432,2025-08-15 09:53:19,UPI,Delhi,2028.34,Unauthorized,Under Review
DSP000674,TXN00021646,2025-08-13 18:37:18,UPI,Indore,620.91,Account takeover,Lost
DSP000675,TXN00012306,2025-08-14 03:57:54,Card,Delhi,10107.8,Account takeover,Under Review
DSP000676,TXN00030618,2025-08-14 22:44:45,UPI,Pune,2372.14,Unauthorized,Won
DSP000677,TXN00003526,2025-08-14 10:36:40,UPI,Jaipur,1300.8,Goods not received,Under Review
DSP000678,TXN00034725,2025-08-15 15:44:30,Wallet,Pune,703.1,Unauthorized,Won
DSP000679,TXN00038964,2025-08-14 00:15:13,UPI,Chandigarh,1239.27,Unauthorized,Under Review
DSP000680,TXN00043189,2025-08-14 01:44:16,UPI,Ahmedabad,2134.04,Account takeover,Under Review
